🔵🌙 Crater Version: 1.0.102
🔵🔄 Copying file OVERHANG_CHAIN03.png to directory .build/linux-x64/Resource
🔵🔄 Copying file ICONS_Food00.png to directory .build/linux-x64/Resource
🔵🔄 Copying file LVL01_PLANTERS08.png to directory .build/linux-x64/Resource
🔵🔄 Copying file LVL01_THEATER.png to directory .build/linux-x64/Resource
🔵🔄 Copying file foundation.png to directory .build/linux-x64/Resource
🔵🔄 Copying file LVL01_PILLAR_BookEndTop.png to directory .build/linux-x64/Resource
🔵🔄 Copying file ICONS_Social.png to directory .build/linux-x64/Resource
🔵🔄 Copying file LVL01_HOUSE03.png to directory .build/linux-x64/Resource
🔵🔄 Copying file DECOR_small07.png to directory .build/linux-x64/Resource
🔵🔄 Copying file DECOR_small06.png to directory .build/linux-x64/Resource
🔵🔄 Copying file LVL01_HOUSE02.png to directory .build/linux-x64/Resource
🔵🔄 Copying file BUTTONS_Garden01.png to directory .build/linux-x64/Resource
🔵🔄 Copying file DECOR_small04.png to directory .build/linux-x64/Resource
🔵🔄 Copying file DECOR_small05.png to directory .build/linux-x64/Resource
🔵🔄 Copying file LVL01_HOUSE01.png to directory .build/linux-x64/Resource
🔵🔄 Copying file BUTTONS_Base1.png to directory .build/linux-x64/Resource
🔵🔄 Copying file ARCHITOWER_Logo.png to directory .build/linux-x64/Resource
🔵🔄 Copying file DECOR_small01.png to directory .build/linux-x64/Resource
🔵🔄 Copying file OVERHANG_HOOK.png to directory .build/linux-x64/Resource
🔵🔄 Copying file LVL01_HOUSE04.png to directory .build/linux-x64/Resource
🔵🔄 Copying file levels.json to directory .build/linux-x64/Resource
🔵🔄 Copying file ICONS_Joy00.png to directory .build/linux-x64/Resource
🔵🔄 Copying file LVL01_LIBRARY01.png to directory .build/linux-x64/Resource
🔵🔄 Copying file LVL01_FARM01.png to directory .build/linux-x64/Resource
🔵🔄 Copying file BUTTONS_Base2.png to directory .build/linux-x64/Resource
🔵🔄 Copying file BUTTONS_Entertainment01.png to directory .build/linux-x64/Resource
🔵🔄 Copying file DECOR_small02.png to directory .build/linux-x64/Resource
🔵🔄 Copying file DECOR_small03.png to directory .build/linux-x64/Resource
🔵🔄 Copying file LVL01_COMMERCE01.png to directory .build/linux-x64/Resource
🔵🔄 Copying file blueprints/blueprint_l1_education.json to directory .build/linux-x64/Resource
🔵🔄 Copying file blueprints/blueprint_l1_platform.json to directory .build/linux-x64/Resource
🔵🔄 Copying file blueprints/blueprint_monument.json to directory .build/linux-x64/Resource
🔵🔄 Copying file blueprints/blueprint_l1_chain.json to directory .build/linux-x64/Resource
🔵🔄 Copying file blueprints/blueprint_l0_house.json to directory .build/linux-x64/Resource
🔵🔄 Copying file blueprints/blueprint_l0_garden.json to directory .build/linux-x64/Resource
🔵🔄 Copying file blueprints/blueprint_l1_theater.json to directory .build/linux-x64/Resource
🔵🔄 Copying file blueprints/blueprint_l1_decoration.json to directory .build/linux-x64/Resource
🔵🔄 Copying file blueprints/blueprint_l1_bridge.json to directory .build/linux-x64/Resource
🔵🔄 Copying file blueprints/blueprint_l1_shop.json to directory .build/linux-x64/Resource
🔵🔄 Copying file blueprints/blueprint_l1_garden.json to directory .build/linux-x64/Resource
🔵🔄 Copying file blueprints/blueprint_l1_farm.json to directory .build/linux-x64/Resource
🔵🔄 Copying file blueprints/blueprint_l1_house.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_chain.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_decoration9.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_decoration10.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_garden5.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_theater.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_decoration5.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_house4.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_decoration4.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_garden4.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_decoration11.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_decoration8.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_decoration.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_garden8.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_garden_tree.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_garden3.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_platform2.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_house2.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_decoration3.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_garden.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_library.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_monument.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_house3.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_decoration2.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_garden2.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_platform.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_chain2.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_farm.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_house.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_decoration7.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_garden7.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_garden6.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_foundation.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_decoration6.json to directory .build/linux-x64/Resource
🔵🔄 Copying file plans/plan_shop.json to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/ambience_store.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/other1.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/ambience_entertainment.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/house3.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/brick3.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/music_zoomout.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/ambient_birds.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/ambient_ocean.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/brick2.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/house2.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/groundwater.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/brick1.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/house1.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/ui_button.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/music_zoomin.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/gen3.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/gen2.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/gen1.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/monument.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/ambience_fountain.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/gen5.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/gen4.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/plant6.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/music_neutral.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/plant5.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/sfx_cutscene.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/sound attribution.txt to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/plant4.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/ambient_house.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/chain2.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/plant1.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/ambience_farm.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/plant3.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/chain1.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file sounds/plant2.ogg to directory .build/linux-x64/Resource
🔵🔄 Copying file stats/stats_platform.json to directory .build/linux-x64/Resource
🔵🔄 Copying file stats/stats_entertainment.json to directory .build/linux-x64/Resource
🔵🔄 Copying file stats/stats_education.json to directory .build/linux-x64/Resource
🔵🔄 Copying file stats/stats_commerce.json to directory .build/linux-x64/Resource
🔵🔄 Copying file stats/stats_chain.json to directory .build/linux-x64/Resource
🔵🔄 Copying file stats/stats_decor.json to directory .build/linux-x64/Resource
🔵🔄 Copying file stats/stats_bridge.json to directory .build/linux-x64/Resource
🔵🔄 Copying file stats/stats_farm.json to directory .build/linux-x64/Resource
🔵🔄 Copying file stats/stats_garden.json to directory .build/linux-x64/Resource
🔵🔄 Copying file stats/stats_house.json to directory .build/linux-x64/Resource
🔵🔄 Copying file stats/stats_monument.json to directory .build/linux-x64/Resource
